Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
274	Spectrogram 1	1	16298.8147960578	16298.9952728539	399.412291757013	2746.40796161588	761_16295_2
275	Spectrogram 1	1	16542.4434368381	16542.8250841687	415.940430277146	2002.6417282099	761_16540_1
276	Spectrogram 1	1	17430.3997907561	17430.535557877	680.390646599272	2696.82354605548	761_17430_1
277	Spectrogram 1	1	17430.8870081115	17431.0979070103	399.412291757013	2531.54216085416	761_17430_2
278	Spectrogram 1	1	17432.4105462899	17432.5817087507	548.165538438209	2663.76726901522	761_17430_3
279	Spectrogram 1	1	17433.3029676711	17433.4967269927	366.356014716747	2614.18285345482	761_17430_4
280	Spectrogram 1	1	17434.2480739224	17434.3089637024	713.446923639538	2696.82354605548	761_17430_5
281	Spectrogram 1	1	17434.811619598	17434.9051935388	432.468568797279	2944.74562385748	761_17430_6
282	Spectrogram 1	1	17440.4079728416	17440.4916817128	729.975062159671	2696.82354605548	761_17440_8
283	Spectrogram 1	1	17441.1934628898	17441.284180526	597.749953998608	2531.54216085416	761_17440_7
284	Spectrogram 1	1	17441.6973760406	17441.8043634166	482.052984357678	2366.26077565283	761_17440_6
285	Spectrogram 1	1	17442.6007021163	17442.6615918963	399.412291757013	2680.29540753535	761_17440_1
286	Spectrogram 1	1	17443.0599453579	17443.1289700078	382.88415323688	2829.04865421655	761_17440_2
287	Spectrogram 1	1	17443.6444460814	17443.6821553927	415.940430277146	2729.87982309575	761_17440_3
288	Spectrogram 1	1	17444.3069695107	17444.3407430578	548.165538438209	2829.04865421655	761_17440_4
289	Spectrogram 1	1	17444.8918021699	17445.0745514099	515.109261397944	2977.80190089774	761_17440_5
290	Spectrogram 1	1	17447.6728066129	17447.8286032083	581.221815478475	2795.99237717628	761_17445_1
291	Spectrogram 1	1	17448.2011321506	17448.3185435823	564.693676958342	2829.04865421655	761_17445_2
292	Spectrogram 1	1	17448.8628866766	17448.951796564	515.109261397944	2944.74562385748	761_17445_3
293	Spectrogram 1	1	17451.6068293907	17451.8211236043	465.524845837545	2432.37332973336	761_17450_1
294	Spectrogram 1	1	17455.0933612958	17455.2736551566	482.052984357678	2432.37332973336	761_17455_1
295	Spectrogram 1	1	17456.0063213013	17456.1343384927	515.109261397944	2630.71099197495	761_17455_7
296	Spectrogram 1	1	17456.8700759969	17456.9638672586	713.446923639538	2068.75428229043	761_17455_8
297	Spectrogram 1	1	17457.3387655259	17457.4851612988	399.412291757013	2382.78891417296	761_17455_2
298	Spectrogram 1	1	17457.7002363686	17457.8931279643	448.996707317412	3027.38631645814	761_17455_3
299	Spectrogram 1	1	17458.1018510633	17458.2935061396	482.052984357678	2961.27376237761	761_17455_4
300	Spectrogram 1	1	17459.0555395894	17459.2504773397	548.165538438209	2944.74562385748	761_17455_5
301	Spectrogram 1	1	17459.5059501551	17459.7084879383	432.468568797279	3043.91445497827	761_17455_6
302	Spectrogram 1	1	17481.3455728175	17481.583049517	432.468568797279	2696.82354605548	761_17480_1
303	Spectrogram 1	1	17482.672894328	17482.917127549	267.18718359595	2762.93610013602	761_17480_2
304	Spectrogram 1	1	17483.3385932883	17483.525871466	316.771599156349	2994.33003941788	761_17480_3
305	Spectrogram 1	1	17500.6818450758	17500.9224829705	415.940430277146	2928.21748533734	761_17500_1
306	Spectrogram 1	1	17501.4119819605	17501.6654857101	399.412291757013	3027.38631645814	761_17500_2
307	Spectrogram 1	1	17517.6237808263	17517.8435092228	465.524845837545	2564.59843789442	761_17515_1
308	Spectrogram 1	1	17846.1269215962	17846.288917021	349.827876196615	2614.18285345482	761_17845_1
309	Spectrogram 1	1	18653.4501528479	18653.6303287257	415.940430277146	2862.10493125681	761_18650_1
310	Spectrogram 1	1	18653.9659030583	18654.1944160921	614.278092518741	2845.57679273668	761_18650_2
311	Spectrogram 1	1	19221.4781736382	19221.7362131547	498.58112287781	2944.74562385748	761_19220_1
312	Spectrogram 1	1	19222.0981649796	19222.3547043497	515.109261397944	2845.57679273668	761_19220_2
313	Spectrogram 1	1	19222.6246839843	19222.8429100487	415.940430277146	2812.52051569641	761_19220_3
314	Spectrogram 1	1	19223.122496845	19223.3475865884	548.165538438209	2895.16120829708	761_19220_4
315	Spectrogram 1	1	19223.6958490401	19223.916513781	630.806231038874	2878.63306977695	761_19220_5
316	Spectrogram 1	1	19224.2005390243	19224.418940619	581.221815478475	2829.04865421655	761_19220_6
317	Spectrogram 1	1	19224.7544833139	19224.9764331137	531.637399918076	2829.04865421655	761_19220_7
318	Spectrogram 1	1	19230.1125438698	19230.3837401205	746.503200679804	2134.86683637097	761_19230_1
319	Spectrogram 1	1	19230.5692769882	19230.819691308	895.256447361	2382.78891417296	761_19230_2
320	Spectrogram 1	1	19231.1100790805	19231.2579299113	746.503200679804	2267.09194453203	761_19230_3
321	Spectrogram 1	1	19231.6068653799	19231.7948275302	680.390646599272	2531.54216085416	761_19230_4
322	Spectrogram 1	1	19232.3422397217	19232.5706247609	729.975062159671	2481.95774529376	761_19230_5
323	Spectrogram 1	1	19233.0214632509	19233.2277936433	812.615754760335	2382.78891417296	761_19230_6
324	Spectrogram 1	1	19234.5847940228	19234.7449710681	696.918785119405	2448.90146825349	761_19230_7
325	Spectrogram 1	1	19235.0216073056	19235.188435899	564.693676958342	2151.3949748911	761_19235_1
326	Spectrogram 1	1	19235.551189167	19235.7198524958	597.749953998608	2267.09194453203	761_19235_2
327	Spectrogram 1	1	19235.9912142065	19236.0679636731	448.996707317412	2696.82354605548	761_19235_3
328	Spectrogram 1	1	19236.4557829309	19236.6473884496	482.052984357678	2812.52051569641	761_19235_4
329	Spectrogram 1	1	19236.8819102608	19236.9767850836	630.806231038874	2845.57679273668	761_19235_5
330	Spectrogram 1	1	19237.3170760122	19237.44077026	779.55947772007	2878.63306977695	761_19235_6
331	Spectrogram 1	1	19237.6062377544	19237.7135009129	366.356014716747	2812.52051569641	761_19235_7
332	Spectrogram 1	1	19238.180185631	19238.3930922179	482.052984357678	2795.99237717628	761_19235_8
333	Spectrogram 1	1	19239.2092604993	19239.3210268082	482.052984357678	2696.82354605548	761_19235_9
334	Spectrogram 1	1	19239.662635126	19239.7892577078	465.524845837545	2746.40796161588	761_19235_10
335	Spectrogram 1	1	19240.4047798818	19240.6638407405	614.278092518741	2729.87982309575	761_19240_1
336	Spectrogram 1	1	19240.8897454188	19241.1223276026	465.524845837545	2944.74562385748	761_19240_2
337	Spectrogram 1	1	19241.3204496738	19241.5716668877	399.412291757013	3093.49887053867	761_19240_3
338	Spectrogram 1	1	19241.7845694669	19242.0104610741	333.299737676482	3176.13956313934	761_19240_4
339	Spectrogram 1	1	19242.7987317985	19243.0476884214	548.165538438209	2795.99237717628	761_19240_5
340	Spectrogram 1	1	19243.2770343713	19243.5135411352	333.299737676482	2944.74562385748	761_19240_6
341	Spectrogram 1	1	19244.2286821978	19244.4821329556	349.827876196615	2762.93610013602	761_19240_7
342	Spectrogram 1	1	19245.226460416	19245.4925302601	366.356014716747	2994.33003941788	761_19245_1
343	Spectrogram 1	1	19245.7241648081	19245.9672719422	250.659045075817	3027.38631645814	761_19245_2
344	Spectrogram 1	1	19246.3075223149	19246.5686273148	366.356014716747	2795.99237717628	761_19245_3
345	Spectrogram 1	1	19246.9713947854	19247.2099975718	316.771599156349	2581.12657641455	761_19245_4
346	Spectrogram 1	1	19247.8808772851	19248.1503886982	448.996707317412	2977.80190089774	761_19245_5
347	Spectrogram 1	1	19248.3744142927	19248.6086579105	465.524845837545	2862.10493125681	761_19245_6
348	Spectrogram 1	1	19249.0758002198	19249.2765318432	498.58112287781	2614.18285345482	761_19245_7
349	Spectrogram 1	1	19249.8638583158	19250.0044298712	696.918785119405	2432.37332973336	761_19250_1
350	Spectrogram 1	1	19250.3087009814	19250.5469778323	498.58112287781	2399.31705269309	761_19250_2
351	Spectrogram 1	1	19250.8592424624	19251.0786472309	647.334369559006	2581.12657641455	761_19250_3
352	Spectrogram 1	1	19251.3732959984	19251.574169478	763.031339199937	2481.95774529376	761_19250_4
353	Spectrogram 1	1	19251.9641464531	19252.1962878416	878.728308840867	2515.01402233402	761_19250_5
354	Spectrogram 1	1	19252.4279163406	19252.7150217154	763.031339199937	2415.84519121323	761_19250_6
355	Spectrogram 1	1	19252.9134235749	19253.1277057032	713.446923639538	2399.31705269309	761_19250_7
356	Spectrogram 1	1	19253.387976135	19253.5595447551	729.975062159671	2300.14822157229	761_19250_8
357	Spectrogram 1	1	19253.8746482635	19254.080010832	531.637399918076	2448.90146825349	761_19250_9
358	Spectrogram 1	1	19254.3648115966	19254.5514008409	498.58112287781	2630.71099197495	761_19250_10
359	Spectrogram 1	1	19254.7746600471	19255.0303564352	564.693676958342	2614.18285345482	761_19250_11
360	Spectrogram 1	1	19255.1996290469	19255.4717509945	597.749953998608	2944.74562385748	761_19255_1
361	Spectrogram 1	1	19255.6315055404	19255.8599735446	548.165538438209	2729.87982309575	761_19255_2
362	Spectrogram 1	1	19256.0759303369	19256.2796218844	531.637399918076	2779.46423865615	761_19255_3
363	Spectrogram 1	1	19256.4895982773	19256.7080132002	564.693676958342	2961.27376237761	761_19255_4
364	Spectrogram 1	1	19256.999728208	19257.2494191334	448.996707317412	2928.21748533734	761_19255_5
365	Spectrogram 1	1	19257.5136349681	19257.7283756143	680.390646599272	3225.72397869974	761_19255_6
366	Spectrogram 1	1	19257.9908167074	19258.2146457294	465.524845837545	3027.38631645814	761_19255_7
367	Spectrogram 1	1	19258.4180319483	19258.625542627	415.940430277146	3043.91445497827	761_19255_8
368	Spectrogram 1	1	19259.0020578971	19259.2391933405	382.88415323688	2713.35168457562	761_19255_9
369	Spectrogram 1	1	19260.1829730804	19260.4398654073	382.88415323688	2911.68934681721	761_19260_1
370	Spectrogram 1	1	19260.6292533666	19260.8667300661	482.052984357678	2977.80190089774	761_19260_2
371	Spectrogram 1	1	19261.5194670003	19261.7536454612	432.468568797279	2911.68934681721	761_19260_3
372	Spectrogram 1	1	19261.9656739616	19262.1986463134	448.996707317412	2647.23913049509	761_19260_4
373	Spectrogram 1	1	19262.6854897293	19262.9081981598	531.637399918076	2729.87982309575	761_19260_5
374	Spectrogram 1	1	19263.2823617194	19263.5286284224	498.58112287781	2680.29540753535	761_19260_6
375	Spectrogram 1	1	19264.2557240638	19264.4180791821	465.524845837545	2432.37332973336	761_19260_7
376	Spectrogram 1	1	19264.9996158273	19265.2345036208	564.693676958342	2729.87982309575	761_19265_1
377	Spectrogram 1	1	19265.9738949953	19266.1950941372	515.109261397944	2895.16120829708	761_19265_2
378	Spectrogram 1	1	19266.4476992672	19266.704592403	597.749953998608	2961.27376237761	761_19265_3
379	Spectrogram 1	1	19267.4572816545	19267.6414969645	531.637399918076	2895.16120829708	761_19265_4
380	Spectrogram 1	1	19268.5118353849	19268.7837148188	465.524845837545	3060.44259349841	761_19265_5
381	Spectrogram 1	1	19268.9850961619	19269.2272270223	498.58112287781	3291.83653278027	761_19265_6
382	Spectrogram 1	1	19270.4765614645	19270.6868417263	531.637399918076	2713.35168457562	761_19270_1
383	Spectrogram 1	1	19271.5636668587	19271.8436607607	482.052984357678	2762.93610013602	761_19270_2
384	Spectrogram 1	1	19272.8846295633	19273.1987817354	498.58112287781	2977.80190089774	761_19270_3
385	Spectrogram 1	1	19273.3124623458	19273.6080025599	564.693676958342	2977.80190089774	761_19270_4
386	Spectrogram 1	1	19273.7239313859	19273.9099082741	614.278092518741	2647.23913049509	761_19270_5
387	Spectrogram 1	1	19274.3364423035	19274.4737576559	515.109261397944	2663.76726901522	761_19270_6
388	Spectrogram 1	1	19274.7947480309	19274.9932308316	515.109261397944	2961.27376237761	761_19270_7
389	Spectrogram 1	1	19275.2582328298	19275.4709982515	597.749953998608	2729.87982309575	761_19275_1
390	Spectrogram 1	1	19276.2915386522	19276.6058847336	597.749953998608	2812.52051569641	761_19275_2
391	Spectrogram 1	1	19276.7751778547	19277.0519136853	564.693676958342	2713.35168457562	761_19275_3
392	Spectrogram 1	1	19277.5189903447	19277.8797393147	564.693676958342	2779.46423865615	761_19275_4
393	Spectrogram 1	1	19277.9633541761	19278.2660960937	614.278092518741	3143.08328609907	761_19275_5
394	Spectrogram 1	1	19279.199028036	19279.5322425505	647.334369559006	2944.74562385748	761_19275_6
395	Spectrogram 1	1	19279.6439767952	19279.9581850325	597.749953998608	3126.55514757894	761_19275_7
396	Spectrogram 1	1	19280.1137856013	19280.2648602246	581.221815478475	3209.1958401796	761_19280_1
397	Spectrogram 1	1	19281.0921742583	19281.2136236252	465.524845837545	2812.52051569641	761_19280_2
398	Spectrogram 1	1	19281.4733228771	19281.7332923594	597.749953998608	3076.97073201854	761_19280_3
399	Spectrogram 1	1	19281.9858748258	19282.1836611489	696.918785119405	2762.93610013602	761_19280_4
400	Spectrogram 1	1	19282.439139492	19282.5892213152	597.749953998608	2234.03566749176	761_19280_5
401	Spectrogram 1	1	19285.1814049605	19285.525063321	581.221815478475	2630.71099197495	761_19285_1
402	Spectrogram 1	1	19285.6509658987	19285.9235935993	763.031339199937	2333.20449861256	761_19285_2
403	Spectrogram 1	1	19286.0970428387	19286.2202999545	713.446923639538	2663.76726901522	761_19285_3
404	Spectrogram 1	1	19307.8447851993	19308.1306797062	746.503200679804	2200.9793904515	761_19305_1
405	Spectrogram 1	1	19308.6132243995	19308.8005714189	647.334369559006	2481.95774529376	761_19305_2
406	Spectrogram 1	1	19309.0304723921	19309.2063177866	581.221815478475	2630.71099197495	761_19305_3
407	Spectrogram 1	1	19309.5883852374	19309.7733019108	647.334369559006	2746.40796161588	761_19305_4
408	Spectrogram 1	1	19310.1869679267	19310.3821984456	614.278092518741	2680.29540753535	761_19310_1
409	Spectrogram 1	1	19312.2799723442	19312.4849608606	531.637399918076	2746.40796161588	761_19310_2
410	Spectrogram 1	1	19314.43431265	19314.6261045257	498.58112287781	2795.99237717628	761_19310_3
411	Spectrogram 1	1	19314.889552849	19314.9748472387	581.221815478475	2217.50752897163	761_19315_1
412	Spectrogram 1	1	19315.4478564138	19315.6570190846	729.975062159671	1754.71965040791	761_19315_2
413	Spectrogram 1	1	19316.4611557456	19316.6783987957	680.390646599272	2614.18285345482	761_19315_3
414	Spectrogram 1	1	19316.9744331475	19317.1590193727	862.200170320734	2267.09194453203	761_19315_4
415	Spectrogram 1	1	19317.4702273052	19317.6856547077	696.918785119405	2481.95774529376	761_19315_5
416	Spectrogram 1	1	19318.1009785209	19318.2645500391	630.806231038874	2845.57679273668	761_19315_6
417	Spectrogram 1	1	19318.5172443059	19318.6970977077	630.806231038874	2713.35168457562	761_19315_7
418	Spectrogram 1	1	19318.9322281485	19319.12897589	581.221815478475	3076.97073201854	761_19315_8
419	Spectrogram 1	1	19319.3464238304	19319.4808264275	448.996707317412	2895.16120829708	761_19315_9
420	Spectrogram 1	1	19319.787685347	19319.9674573713	680.390646599272	2696.82354605548	761_19320_3
421	Spectrogram 1	1	19320.2478742287	19320.5336909612	614.278092518741	2647.23913049509	761_19320_1
422	Spectrogram 1	1	19321.5079260523	19321.774711445	515.109261397944	2597.65471493469	761_19320_2
423	Spectrogram 1	1	19325.3698820251	19325.49781791	564.693676958342	2663.76726901522	761_19325_1
424	Spectrogram 1	1	19325.8119982578	19326.0321031751	647.334369559006	2729.87982309575	761_19325_2
425	Spectrogram 1	1	19326.2604838696	19326.4930660534	564.693676958342	2994.33003941788	761_19325_3
426	Spectrogram 1	1	19326.6773086287	19326.8844965852	531.637399918076	2829.04865421655	761_19325_4
427	Spectrogram 1	1	19327.0664870053	19327.2994593572	382.88415323688	2961.27376237761	761_19325_5
428	Spectrogram 1	1	19327.5161061984	19327.7455381779	498.58112287781	3110.02700905881	761_19325_6
429	Spectrogram 1	1	19335.6168292039	19335.7750233449	564.693676958342	2432.37332973336	761_19335_9
430	Spectrogram 1	1	19336.0887159097	19336.308820827	630.806231038874	2696.82354605548	761_19335_1
431	Spectrogram 1	1	19336.5153528902	19336.7220804042	448.996707317412	2928.21748533734	761_19335_2
432	Spectrogram 1	1	19336.9235567996	19337.1508987168	399.412291757013	2994.33003941788	761_19335_3
433	Spectrogram 1	1	19337.3593229799	19337.5595181183	448.996707317412	3093.49887053867	761_19335_4
434	Spectrogram 1	1	19337.7742891066	19337.9612445345	482.052984357678	2862.10493125681	761_19335_5
435	Spectrogram 1	1	19338.3748589061	19338.5522118933	432.468568797279	3010.85817793801	761_19335_6
436	Spectrogram 1	1	19338.7730576552	19338.9927860517	482.052984357678	3010.85817793801	761_19335_7
437	Spectrogram 1	1	19339.2216931801	19339.4253847276	432.468568797279	2928.21748533734	761_19335_8
438	Spectrogram 1	1	19350.1520824282	19350.3985678231	316.771599156349	2779.46423865615	761_19350_1
439	Spectrogram 1	1	19353.1771236055	19353.3805849317	432.468568797279	2696.82354605548	761_19350_2
440	Spectrogram 1	1	19353.6044304147	19353.8252695129	432.468568797279	2663.76726901522	761_19350_3
441	Spectrogram 1	1	19382.2831507852	19382.4749793767	498.58112287781	2465.42960677362	761_19380_1
